name,domain,type,priority_rank
Lurleen B Wallace Community College,lbwcc.edu,2yr / vocational / religious,
Luzerne County Community College,luzerne.edu,2yr / vocational / religious,
Macomb Community College,macomb.edu,2yr / vocational / religious,
Madison Area Technical College,madisoncollege.edu,2yr / vocational / religious,
Madisonville Community College,madisonville.kctcs.edu,2yr / vocational / religious,
Manchester Community College,mcc.commnet.edu,2yr / vocational / religious,
Manhattan Area Technical College,manhattantech.edu,2yr / vocational / religious,
Maricopa Community Colleges,maricopa.edu,2yr / vocational / religious,
Marion Technical College,mtc.edu,2yr / vocational / religious,
Marshalltown Community College,iavalley.edu,2yr / vocational / religious,
Martin Community College,martincc.edu,2yr / vocational / religious,
Massachusetts Bay Community College,massbay.edu,2yr / vocational / religious,
Massasoit Community College,massasoit.mass.edu,2yr / vocational / religious,
Mayland Community College,mayland.edu,2yr / vocational / religious,
Maysville Community and Technical College,maysville.kctcs.edu,2yr / vocational / religious,
McDowell Technical Community College,mcdowelltech.edu,2yr / vocational / religious,
McHenry County College,mchenry.edu,2yr / vocational / religious,
McLennan Community College,mclennan.edu,2yr / vocational / religious,
Mercer County Community College,mccc.edu,2yr / vocational / religious,
Meridian Community College,meridiancc.edu,2yr / vocational / religious,
Mesa Community College,mesacc.edu,2yr / vocational / religious,
Mesabi Range Community and Technical College,mesabirange.edu,2yr / vocational / religious,
Mesalands Community College,mesalands.edu,2yr / vocational / religious,
Metropolitan Community College (MO),mcckc.edu,2yr / vocational / religious,
Metropolitan Community College (NE),mccneb.edu,2yr / vocational / religious,
Mid Michigan Community College,midmich.edu,2yr / vocational / religious,
Mid-Plains Community College,mpcc.edu,2yr / vocational / religious,
Mid-South Community College,midsouthcc.edu,2yr / vocational / religious,
Mid-State Technical College,mstc.edu,2yr / vocational / religious,
Middlesex Community College,mxcc.commnet.edu,2yr / vocational / religious,
Middlesex County College,middlesexcc.edu,2yr / vocational / religious,
Midlands Technical College,midlandstech.edu,2yr / vocational / religious,
Miles Community College,milescc.edu,2yr / vocational / religious,
Milwaukee Area Technical College,matc.edu,2yr / vocational / religious,
Minneapolis Community and Technical College,minneapolis.edu,2yr / vocational / religious,
Minnesota State Community and Technical College,minnesota.edu,2yr / vocational / religious,
Minnesota West Community and Technical College,mnwest.edu,2yr / vocational / religious,
Mississippi Delta Community College,msdelta.edu,2yr / vocational / religious,
Mississippi Gulf Coast Community College,mgccc.edu,2yr / vocational / religious,
Mitchell Community College,mitchellcc.edu,2yr / vocational / religious,
Mitchell Technical Institute,mitchelltech.edu,2yr / vocational / religious,
Moberly Area Community College,macc.edu,2yr / vocational / religious,
Modesto Junior College,mjc.edu,2yr / vocational / religious,
Mohave Community College,mohave.edu,2yr / vocational / religious,
Mohawk Valley Community College,mvcc.edu,2yr / vocational / religious,
Monroe Community College,monroecc.edu,2yr / vocational / religious,
Monroe County Community College,monroeccc.edu,2yr / vocational / religious,
Montcalm Community College,montcalm.edu,2yr / vocational / religious,
Montgomery Community College,montgomery.edu,2yr / vocational / religious,
Montgomery County Community College,mc3.edu,2yr / vocational / religious,
Moraine Park Technical College,morainepark.edu,2yr / vocational / religious,
Moraine Valley Community College,morainevalley.edu,2yr / vocational / religious,
Morgan Community College,morgancc.edu,2yr / vocational / religious,
Motlow State Community College,mscc.edu,2yr / vocational / religious,
Mott Community College,mcc.edu,2yr / vocational / religious,
Moultrie Technical College,moultrietech.edu,2yr / vocational / religious,
Mount Wachusett Community College,mwcc.edu,2yr / vocational / religious,
Mountain Empire Community College,mecc.edu,2yr / vocational / religious,
Mountwest Community and Technical College,mctc.edu,2yr / vocational / religious,
Mt. Hood Community College,mhcc.edu,2yr / vocational / religious,
Mt. San Jacinto Community College District,msjc.edu,2yr / vocational / religious,
Muskegon Community College,muskegoncc.edu,2yr / vocational / religious,
NHTI-Concord's Community College,nhti.edu,2yr / vocational / religious,
Nash Community College,nashcc.edu,2yr / vocational / religious,
Nashua Community College,nashuacc.edu,2yr / vocational / religious,
Nashville State Community College,nscc.edu,2yr / vocational / religious,
Nassau Community College,ncc.edu,2yr / vocational / religious,
National Park Community College,npcc.edu,2yr / vocational / religious,
Naugatuck Valley Community College,nv.edu,2yr / vocational / religious,
Nebraska Indian Community College,thenicc.edu,2yr / vocational / religious,
Neosho County Community College,neosho.edu,2yr / vocational / religious,
New Mexico Junior College,nmjc.edu,2yr / vocational / religious,
New River Community College,nr.edu,2yr / vocational / religious,
New River Community and Technical College,newriver.edu,2yr / vocational / religious,
Niagara County Community College,niagaracc.suny.edu,2yr / vocational / religious,
Nicolet Area Technical College,nicoletcollege.edu,2yr / vocational / religious,
Normandale Community College,normandale.edu,2yr / vocational / religious,
North Central Bible College,ncbc.edu,2yr / vocational / religious,
North Central Kansas Technical College,ncktc.edu,2yr / vocational / religious,
North Country Community College,nccc.edu,2yr / vocational / religious,
North Florida Community College,nfcc.edu,2yr / vocational / religious,
North Georgia Technical College,northgatech.edu,2yr / vocational / religious,
North Hennepin Community College,nhcc.edu,2yr / vocational / religious,
North Iowa Area Community College,niacc.edu,2yr / vocational / religious,
North Park College and Theological Seminary,npcts.edu,2yr / vocational / religious,
North Shore Community College,northshore.edu,2yr / vocational / religious,
NorthWest Arkansas Community College,nwacc.edu,2yr / vocational / religious,
Northampton Community College,northampton.edu,2yr / vocational / religious,
Northcentral Technical College,ntc.edu,2yr / vocational / religious,
Northeast Alabama Community College,nacc.edu,2yr / vocational / religious,
Northeast Community College,northeast.edu,2yr / vocational / religious,
Northeast Iowa Community College,nicc.edu,2yr / vocational / religious,
Northeast Mississippi Community College,nemcc.edu,2yr / vocational / religious,
Northeast State Community College,northeaststate.edu,2yr / vocational / religious,
Northeast Texas Community College,ntcc.edu,2yr / vocational / religious,
Northeast Wisconsin Technical College,nwtc.edu,2yr / vocational / religious,
Northeastern Junior College,njc.edu,2yr / vocational / religious,
Northeastern Technical College,netc.edu,2yr / vocational / religious,
Northern Essex Community College,necc.edu,2yr / vocational / religious,
Northern Maine Community College,nmcc.edu,2yr / vocational / religious,
Northern Virginia Community College,nvcc.edu,2yr / vocational / religious,
Northland Community and Technical College,northlandcollege.edu,2yr / vocational / religious,
Northwest Iowa Community College,nwicc.edu,2yr / vocational / religious,
Northwest Kansas Technical College,nwktc.edu,2yr / vocational / religious,
Northwest Mississippi Community College,northwestms.edu,2yr / vocational / religious,
Northwest State Community College,northweststate.edu,2yr / vocational / religious,
Northwest Technical College,ntcmn.edu,2yr / vocational / religious,
Northwest-Shoals Community College,nwscc.edu,2yr / vocational / religious,
Northwestern Connecticut Community College,nwcc.commnet.edu,2yr / vocational / religious,
Norwalk Community College,ncc.commnet.edu,2yr / vocational / religious,
Nunez Community College,nunez.edu,2yr / vocational / religious,
Oakland Community College,oaklandcc.edu,2yr / vocational / religious,
Oakton Community College,oakton.edu,2yr / vocational / religious,
Ocean County College,ocean.edu,2yr / vocational / religious,
Ogeechee Technical College,ogeecheetech.edu,2yr / vocational / religious,
Ohio State University Agricultural Technical Institute,ati.osu.edu,2yr / vocational / religious,
Oklahoma City Community College,occc.edu,2yr / vocational / religious,
Onondaga Community College,sunyocc.edu,2yr / vocational / religious,
Orange County Community College,sunyorange.edu,2yr / vocational / religious,
Orangeburg Calhoun Technical College,octech.edu,2yr / vocational / religious,
Otero Junior College,www.ojc.edu,2yr / vocational / religious,
Owens Community College,owens.edu,2yr / vocational / religious,
Owensboro Community and Technical College,owensboro.kctcs.edu,2yr / vocational / religious,
Ozarks Technical Community College,otc.edu,2yr / vocational / religious,
Pamlico Community College,pamlicocc.edu,2yr / vocational / religious,
Paradise Valley Community College,pvc.maricopa.edu,2yr / vocational / religious,
Paris Junior College,parisjc.edu,2yr / vocational / religious,
Pasco-Hernando Community College,phcc.edu,2yr / vocational / religious,
Passaic County Community College,pccc.edu,2yr / vocational / religious,
Patrick Henry Community College,patrickhenry.edu,2yr / vocational / religious,
Paul D Camp Community College,pdc.edu,2yr / vocational / religious,
Pearl River Community College,prcc.edu,2yr / vocational / religious,
Pellissippi State Community College,pstcc.edu,2yr / vocational / religious,
Pennsylvania College of Technology,pct.edu,2yr / vocational / religious,
Pennsylvania Highlands Community College,pennhighlands.edu,2yr / vocational / religious,
Phillips Community College of the University of Arkansas,pccua.edu,2yr / vocational / religious,
Piedmont Community College,piedmontcc.edu,2yr / vocational / religious,
Piedmont Technical College,ptc.edu,2yr / vocational / religious,
Piedmont Virginia Community College,pvcc.edu,2yr / vocational / religious,
Pierpont Community and Technical College,pierpont.edu,2yr / vocational / religious,
Pikes Peak Community College,ppcc.edu,2yr / vocational / religious,
Pima Community College,pima.edu,2yr / vocational / religious,
Pine Technical College,pinetech.edu,2yr / vocational / religious,
Pitt Community College,pittcc.edu,2yr / vocational / religious,
Pittsburgh Technical Institute,pti.edu,2yr / vocational / religious,
Portland Community College,pcc.edu,2yr / vocational / religious,
Pratt Community College,prattcc.edu,2yr / vocational / religious,
Prince George's Community College,pgcc.edu,2yr / vocational / religious,
Pueblo Community College,pueblocc.edu,2yr / vocational / religious,
Pulaski Technical College,pulaskitech.edu,2yr / vocational / religious,
Quinebaug Valley Community College,qvcc.edu,2yr / vocational / religious,
Quinsigamond Community College,qcc.edu,2yr / vocational / religious,
Rainy River Community College,rrcc.mnscu.edu,2yr / vocational / religious,
Randolph Community College,randolph.edu,2yr / vocational / religious,
Rappahannock Community College,rappahannock.edu,2yr / vocational / religious,
Raritan Valley Community College,raritanval.edu,2yr / vocational / religious,
Reading Area Community College,racc.edu,2yr / vocational / religious,
Red Rocks Community College,rrcc.edu,2yr / vocational / religious,
Redlands Community College,redlandscc.edu,2yr / vocational / religious,
Renton Technical College,rtc.edu,2yr / vocational / religious,
Rich Mountain Community College,rmcc.edu,2yr / vocational / religious,
Richland Community College,richland.edu,2yr / vocational / religious,
Richmond Community College,richmondcc.edu,2yr / vocational / religious,
River Parishes Community College,rpcc.edu,2yr / vocational / religious,
River Valley Community College,rivervalley.edu,2yr / vocational / religious,
Riverland Community College,riverland.edu,2yr / vocational / religious,
Riverside Community College District,rccd.edu,2yr / vocational / religious,
Roane State Community College,roanestate.edu,2yr / vocational / religious,
Roanoke-Chowan Community College,roanokechowan.edu,2yr / vocational / religious,
Robeson Community College,robeson.edu,2yr / vocational / religious,
Rochester Community and Technical College,rctc.edu,2yr / vocational / religious,
Rockingham Community College,rockinghamcc.edu,2yr / vocational / religious,
Rockland Community College,sunyrockland.edu,2yr / vocational / religious,
Rogue Community College,roguecc.edu,2yr / vocational / religious,
Rowan-Cabarrus Community College,rccc.edu,2yr / vocational / religious,
Roxbury Community College,rcc.mass.edu,2yr / vocational / religious,
SOWELA Technical Community College,sowela.edu,2yr / vocational / religious,
SUNY Broome Community College,sunybroome.edu,2yr / vocational / religious,
SUNY Westchester Community College,sunywcc.edu,2yr / vocational / religious,
Salem Community College,salemcc.edu,2yr / vocational / religious,
Salt Lake Community College,slcc.edu,2yr / vocational / religious,
Sampson Community College,sampsoncc.edu,2yr / vocational / religious,
San Mateo County Community College District,smccd.edu,2yr / vocational / religious,
Sandhills Community College,sandhills.edu,2yr / vocational / religious,
Santa Fe Community College,sfcc.edu,2yr / vocational / religious,
Santa Rosa Junior College,santarosa.edu,2yr / vocational / religious,
Sauk Valley Community College,svcc.edu,2yr / vocational / religious,
Savannah Technical College,savannahtech.edu,2yr / vocational / religious,
Schenectady County Community College,sunysccc.edu,2yr / vocational / religious,
Scottsdale Community College,scottsdalecc.edu,2yr / vocational / religious,
Seward County Community College and Area Technical School,sccc.edu,2yr / vocational / religious,
Shawnee Community College,shawneecc.edu,2yr / vocational / religious,
Shelton State Community College,sheltonstate.edu,2yr / vocational / religious,
Shoreline Community College,shoreline.edu,2yr / vocational / religious,
Sinclair Community College,sinclair.edu,2yr / vocational / religious,
Snead State Community College,snead.edu,2yr / vocational / religious,
Solano Community College,solano.edu,2yr / vocational / religious,
Somerset Community College,somerset.kctcs.edu,2yr / vocational / religious,
South Arkansas Community College,southark.edu,2yr / vocational / religious,
South Georgia Technical College,southgatech.edu,2yr / vocational / religious,
South Louisiana Community College,solacc.edu,2yr / vocational / religious,
South Mountain Community College,southmountaincc.edu,2yr / vocational / religious,
South Piedmont Community College,spcc.edu,2yr / vocational / religious,
South Puget Sound Community College,spscc.ctc.edu,2yr / vocational / religious,
Southcentral Kentucky Community and Technical College,bowlinggreen.kctcs.edu,2yr / vocational / religious,
Southeast Community College Area,southeast.edu,2yr / vocational / religious,
Southeast Kentucky Community and Technical College,southeast.kctcs.edu,2yr / vocational / religious,
Southeast Technical Institute,southeasttech.edu,2yr / vocational / religious,
Southeastern Community College,scciowa.edu,2yr / vocational / religious,
Southeastern Technical College,southeasterntech.edu,2yr / vocational / religious,
Southern College of Technology,sct.edu,2yr / vocational / religious,
Southern Crescent Technical College,sctech.edu,2yr / vocational / religious,
Southern Maine Community College,smccme.edu,2yr / vocational / religious,
Southern State Community College,sscc.edu,2yr / vocational / religious,
Southern Union State Community College,suscc.edu,2yr / vocational / religious,
Southern West Virginia Community and Technical College,southernwv.edu,2yr / vocational / religious,
Southside Virginia Community College,southside.edu,2yr / vocational / religious,
Southwest Georgia Technical College,southwestgatech.edu,2yr / vocational / religious,
Southwest Mississippi Community College,smcc.edu,2yr / vocational / religious,
Southwest Tennessee Community College,southwest.tn.edu,2yr / vocational / religious,
Southwest Texas Junior College,swtjc.net,2yr / vocational / religious,
Southwest Virginia Community College,sw.edu,2yr / vocational / religious,
Southwest Wisconsin Technical College,swtc.edu,2yr / vocational / religious,
Southwestern Community College,swcciowa.edu,2yr / vocational / religious,
Southwestern Oregon Community College,socc.edu,2yr / vocational / religious,
Spartanburg Community College,sccsc.edu,2yr / vocational / religious,
Spokane Community College,scc.spokane.edu,2yr / vocational / religious,
Spokane Falls Community College,spokanefalls.edu,2yr / vocational / religious,
Springfield Technical Community College,stcc.edu,2yr / vocational / religious,
St Charles Community College,stchas.edu,2yr / vocational / religious,
St Cloud Technical and Community College,sctcc.edu,2yr / vocational / religious,
St. Clair County Community College,sc4.edu,2yr / vocational / religious,
Stanly Community College,stanly.edu,2yr / vocational / religious,
State Center Community College District,scccd.edu,2yr / vocational / religious,
State Fair Community College,sfccmo.edu,2yr / vocational / religious,
State University of New York College of Technology at Alfred,alfredtech.edu,2yr / vocational / religious,
Suffolk County Community College,www3.sunysuffolk.edu,2yr / vocational / religious,
Sullivan County Community College,sunysullivan.edu,2yr / vocational / religious,
Surry Community College,surry.edu,2yr / vocational / religious,
Sussex County Community College,sussex.edu,2yr / vocational / religious,
Tacoma Community College,tacomacc.edu,2yr / vocational / religious,
Tallahassee Community College,tcc.fl.edu,2yr / vocational / religious,
Tarrant County College,tccd.edu,2yr / vocational / religious,
Technical College of the Lowcountry,tcl.edu,2yr / vocational / religious,
Terra State Community College,terra.edu,2yr / vocational / religious,
Texas State Technical College-Harlingen,harlingen.tstc.edu,2yr / vocational / religious,
Texas State Technical College-Marshall,marshall.tstc.edu,2yr / vocational / religious,
Texas State Technical College-Waco,waco.tstc.edu,2yr / vocational / religious,
Texas State Technical College-West Texas,westtexas.tstc.edu,2yr / vocational / religious,
Thaddeus Stevens College of Technology,stevenscollege.edu,2yr / vocational / religious,
Thomas Nelson Community College,tncc.edu,2yr / vocational / religious,
Three Rivers Community College,trcc.commnet.edu,2yr / vocational / religious,
Tidewater Community College,tcc.edu,2yr / vocational / religious,
Tillamook Bay Community College,tbcc.cc.or.us,2yr / vocational / religious,
Tohono O'Odham Community College,tocc.edu,2yr / vocational / religious,
Tompkins Cortland Community College,tc3.edu,2yr / vocational / religious,
Treasure Valley Community College,tvcc.cc,2yr / vocational / religious,
Tri-County Community College,tricountycc.edu,2yr / vocational / religious,
Tri-County Technical College,tctc.edu,2yr / vocational / religious,
Trident Technical College,tridenttech.edu,2yr / vocational / religious,
Trinidad State Junior College,trinidadstate.edu,2yr / vocational / religious,
Trinity Valley Community College,tvcc.edu,2yr / vocational / religious,
Truckee Meadows Community College,tmcc.edu,2yr / vocational / religious,
Tulsa Community College,tulsacc.edu,2yr / vocational / religious,
Tunxis Community College,tunxis.edu,2yr / vocational / religious,
Tyler Junior College,www.tjc.edu,2yr / vocational / religious,
Ulster County Community College,www.sunyulster.edu,2yr / vocational / religious,
Umpqua Community College,umpqua.edu,2yr / vocational / religious,
Union County College,ucc.edu,2yr / vocational / religious,
University of Arkansas Community College-Batesville,uaccb.edu,2yr / vocational / religious,
University of Arkansas Community College-Hope,uacch.edu,2yr / vocational / religious,
University of Arkansas Community College-Morrilton,uaccm.edu,2yr / vocational / religious,
Vance-Granville Community College,vgcc.edu,2yr / vocational / religious,
Vermilion Community College,vcc.edu,2yr / vocational / religious,
Vermont Technical College,vtc.edu,2yr / vocational / religious,
Virginia Community College System,vccs.edu,2yr / vocational / religious,
Virginia Highlands Community College,vhcc.edu,2yr / vocational / religious,
Virginia Western Community College,virginiawestern.edu,2yr / vocational / religious,
Volunteer State Community College,volstate.edu,2yr / vocational / religious,
Wake Technical Community College,waketech.edu,2yr / vocational / religious,
Walla Walla Community College,wwcc.edu,2yr / vocational / religious,
Walters State Community College,ws.edu,2yr / vocational / religious,
Warren County Community College,warren.edu,2yr / vocational / religious,
Washington Bible College/Capital Bible Seminary,bible.edu,2yr / vocational / religious,
Washington County Community College,wccc.me.edu,2yr / vocational / religious,
Washington State Community College,wscc.edu,2yr / vocational / religious,
Washtenaw Community College,wccnet.edu,2yr / vocational / religious,
Waubonsee Community College,waubonsee.edu,2yr / vocational / religious,
Waukesha County Technical College,wctc.edu,2yr / vocational / religious,
Wayne Community College,waynecc.edu,2yr / vocational / religious,
Wayne County Community College District,wcccd.edu,2yr / vocational / religious,
Wentworth Military Academy & Junior College,wma.edu,2yr / vocational / religious,
West Georgia Technical College,westgatech.edu,2yr / vocational / religious,
West Kentucky Community and Technical College,westkentucky.kctcs.edu,2yr / vocational / religious,
West Shore Community College,westshore.edu,2yr / vocational / religious,
West Virginia Northern Community College,wvncc.edu,2yr / vocational / religious,
Western Dakota Technical Institute,wdt.edu,2yr / vocational / religious,
Western Iowa Tech Community College,witcc.edu,2yr / vocational / religious,
Western Nebraska Community College,wncc.edu,2yr / vocational / religious,
Western Piedmont Community College,wpcc.edu,2yr / vocational / religious,
Western Technical College,westerntc.edu,2yr / vocational / religious,
Western Wyoming Community College,wwcc.wy.edu,2yr / vocational / religious,
Westminster Theological Seminary,wts.edu,2yr / vocational / religious,
Westmoreland County Community College,wccc.edu,2yr / vocational / religious,
Wharton County Junior College,wcjc.edu,2yr / vocational / religious,
Whatcom Community College,whatcom.ctc.edu,2yr / vocational / religious,
White Earth Tribal and Community College,wetcc.edu,2yr / vocational / religious,
White Mountains Community College,wmcc.edu,2yr / vocational / religious,
Wichita Area Technical College,watc.edu,2yr / vocational / religious,
Wilkes Community College,wilkescc.edu,2yr / vocational / religious,
Williamsburg Technical College,wiltech.edu,2yr / vocational / religious,
Wilson Community College,wilsoncc.edu,2yr / vocational / religious,
Windward Community College,windward.hawaii.edu,2yr / vocational / religious,
Wiregrass Georgia Technical College,wiregrass.edu,2yr / vocational / religious,
Wisconsin Indianhead Technical College,witc.edu,2yr / vocational / religious,
Woodland Community College,wcc.yccd.edu,2yr / vocational / religious,
Wor-Wic Community College,worwic.edu,2yr / vocational / religious,
Wytheville Community College,wcc.vccs.edu,2yr / vocational / religious,
Yakima Valley Community College,yvcc.edu,2yr / vocational / religious,
York County Community College,yccc.edu,2yr / vocational / religious,
York Technical College,yorktech.edu,2yr / vocational / religious,
Yosemite Community College District,yosemite.edu,2yr / vocational / religious,
